Rk,Player,Pos,Squad,Age,Born,Nineties,CrdY,CrdR,2CrdY,FoulsPer90,Fld,Off,Crs,Int,TklW,OG,Matches,-9999,Position
2,Thelo Aasgaard,MF,Norway,24,2002,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,Matches,c88a28b9,MF
6,Ali Abdi,DF,Tunisia,32,1993,3.0,0.0,0.0,0.0,1.33,0.33,0.0,1.33,1.33,2.67,0.0,Matches,ad7cdb35,DF
7,Saud Abdulhamid,DF,Saudi Arabia,26,1999,3.0,0.33,0.0,0.0,1.33,0.67,0.0,1.67,0.67,3.0,0.0,Matches,caa254e4,DF
8,Abdulla Abdullaev,DF,Uzbekistan,28,1997,2.0,0.0,0.0,0.0,2.5,0.5,0.0,0.0,1.5,1.0,0.0,Matches,03053fbf,DF
10,Husam Abu Dahab,DF,Jordan,26,2000,2.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.5,0.0,Matches,300aaeb6,DF
12,Mohannad Abu Taha,DF,Jordan,23,2003,2.9,0.34,0.0,0.0,0.69,0.34,0.0,1.72,2.07,0.69,0.0,Matches,5c4bac6c,DF
18,Jayden Adams,MF,South Africa,25,2001,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,Matches,259affab,MF
19,Tyler Adams,MF,USA,27,1999,3.8,0.26,0.0,0.0,1.32,1.58,0.0,0.0,2.11,1.32,0.0,Matches,2b09d998,MF
20,Ricardo Adé,DF,Haiti,36,1990,3.0,0.0,0.0,0.0,2.0,1.33,0.0,0.33,1.67,0.67,0.0,Matches,a9ee5e81,DF
23,Jonas Adjetey,DF,Ghana,22,2003,2.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,1.2,0.0,Matches,bdbf78cd,DF
24,Michel Aebischer,MFFW,Switzerland,29,1997,1.7,0.0,0.0,0.0,1.76,1.18,0.0,3.53,0.0,0.59,0.0,Matches,f9c927de,MF
26,Emmanuel Agbadou,DF,Côte d'Ivoire,28,1997,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.0,0.0,Matches,75f1ed80,DF
28,Ali Ahmed,MF,Canada,25,2000,2.6,0.0,0.0,0.0,0.38,1.92,0.0,5.0,1.15,0.77,0.0,Matches,540a5be1,MF
29,Homam Ahmed,DF,Qatar,26,1999,1.4,0.0,0.71,0.0,2.86,0.0,0.0,2.14,2.14,0.71,0.0,Matches,a62fa158,DF
30,Rayan Aït-Nouri,DF,Algeria,25,2001,3.2,0.0,0.0,0.0,1.88,1.25,0.0,2.5,1.56,4.06,0.0,Matches,9b398aea,DF
31,Kristoffer Ajer,DF,Norway,28,1998,5.3,0.19,0.0,0.0,0.38,0.19,0.0,0.19,0.75,1.51,0.0,Matches,a8c0acb7,DF
32,Manuel Akanji,DF,Switzerland,30,1995,6.7,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.9,1.34,0.0,Matches,89ac64a6,DF
33,Nathan Aké,DF,Netherlands,31,1995,1.9,0.0,0.0,0.0,1.05,1.05,0.0,0.53,2.11,0.0,0.0,Matches,eaeca114,DF
34,Yunus Akgün,MF,Türkiye,25,2000,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,Matches,1453e3cf,MF
38,David Alaba,DF,Austria,33,1992,3.1,0.0,0.0,0.0,0.65,0.0,0.0,0.32,1.29,0.32,0.0,Matches,05439de2,DF
39,Kerim Alajbegović,MF,Bosnia–Herz,18,2007,3.1,0.0,0.0,0.0,1.29,1.94,0.32,4.84,0.65,0.0,0.0,Matches,f3d9291e,MF
41,Omar Alderete,DF,Paraguay,29,1996,3.6,0.0,0.0,0.0,0.56,0.83,0.0,0.0,0.56,0.0,0.0,Matches,bb08bce9,DF
43,Hussein Ali,DF,Iraq,24,2002,1.8,0.0,0.0,0.0,0.56,0.0,0.56,0.56,1.11,1.11,0.0,Matches,b8a919ad,DF
46,Khojiakbar Alijonov,MF,Uzbekistan,29,1997,1.5,0.0,0.0,0.0,1.33,0.67,0.0,3.33,3.33,1.33,0.0,Matches,e53cbd7a,MF
49,Thiago Almada,MF,Argentina,25,2001,2.7,0.37,0.0,0.0,0.74,0.74,0.74,0.37,0.0,1.48,0.0,Matches,27f33438,MF
50,Miguel Almirón,MFFW,Paraguay,32,1994,3.1,0.32,0.32,0.0,0.65,2.26,0.0,1.29,0.97,2.26,0.0,Matches,862a1c15,MF
51,Júnior Alonso,DF,Paraguay,33,1993,4.3,0.23,0.0,0.0,0.7,0.7,0.23,0.47,0.93,2.09,0.0,Matches,b18a3023,DF
52,Barış Alper Yılmaz,MFFW,Türkiye,26,2000,2.0,0.0,0.0,0.0,2.0,0.5,1.0,7.5,0.0,0.0,0.0,Matches,414b2ce4,MF
54,Edson Álvarez,MFDF,Mexico,28,1997,2.7,0.37,0.0,0.0,1.85,0.74,0.0,0.37,1.11,2.22,0.0,Matches,8b3ab7ad,MF
58,Michael Amir Murillo,DFMF,Panama,30,1996,3.0,0.0,0.0,0.0,0.33,2.33,0.33,2.67,0.33,1.0,0.0,Matches,349cae8f,DF
60,Amir Al Ammari,MF,Iraq,28,1997,2.7,0.74,0.0,0.0,1.11,0.0,0.0,2.96,0.74,0.37,0.0,Matches,9f65be73,MF
63,Sofyan Amrabat,MF,Morocco,29,1996,1.6,0.0,0.0,0.0,2.5,1.25,0.0,0.0,1.25,0.63,0.0,Matches,5a2cb25d,MF
64,Abdulelah Al-Amri,DF,Saudi Arabia,29,1997,2.7,0.37,0.0,0.0,0.37,0.0,0.0,0.37,1.48,0.74,0.0,Matches,fd0affe3,DF
66,Elliot Anderson,MF,England,23,2002,7.0,0.14,0.0,0.0,1.29,1.86,0.0,1.14,1.14,2.57,0.0,Matches,de31038e,MF
67,Andrés Andrade Cedeño,DF,Panama,27,1998,3.0,0.33,0.0,0.0,1.33,0.0,0.0,2.67,1.0,1.0,0.0,Matches,6ea23758,DF
69,Nilson Angulo,MF,Ecuador,22,2003,2.4,0.0,0.0,0.0,1.67,1.25,0.0,2.08,0.83,0.42,0.0,Matches,a9b9d89c,MF
72,Houssem Aouar,MF,Algeria,27,1998,1.9,0.0,0.0,0.0,0.53,1.05,0.0,0.0,0.0,0.53,0.0,Matches,a5db0bec,MF
73,Oswin Appollis,MFFW,South Africa,24,2001,2.8,0.0,0.0,0.0,0.36,0.71,0.0,2.86,0.36,1.07,0.0,Matches,e8933eb0,MF
74,Yazan Al-Arab,DF,Jordan,30,1996,3.0,0.33,0.0,0.0,1.33,0.0,0.0,0.0,3.67,0.33,0.33,Matches,32878a09,DF
76,Tomás Araújo,DF,Portugal,24,2002,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,0fa11d7d,DF
79,Carlens Arcus,MFDF,Haiti,29,1996,1.6,0.63,0.0,0.0,3.13,1.88,1.25,1.25,1.88,1.88,0.0,Matches,5e837126,MF
81,Jhon Arias,MF,Colombia,28,1997,4.2,0.24,0.0,0.0,1.19,0.48,0.0,1.19,0.48,2.14,0.0,Matches,86d96066,MF
82,Santiago Arias,DF,Colombia,34,1992,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,Matches,fdd60087,DF
85,Emam Ashour,MF,Egypt,28,1998,4.0,0.0,0.0,0.0,0.5,3.25,0.0,1.0,1.0,0.5,0.0,Matches,31b7d437,MF
86,Rustam Ashurmatov,DF,Uzbekistan,29,1996,2.8,0.0,0.0,0.0,0.36,0.0,0.0,0.0,2.5,0.71,0.0,Matches,a0ecd397,DF
88,Marwan Attia,MF,Egypt,27,1998,4.8,0.42,0.0,0.0,1.67,0.21,0.0,2.29,0.63,0.63,0.0,Matches,1ea3d7ec,MF
89,Fredrik Aursnes,MFDF,Norway,30,1995,3.4,0.0,0.0,0.0,1.47,0.88,0.0,1.47,0.29,2.35,0.0,Matches,f0677ed7,MF
91,Yasin Ayari,MF,Sweden,22,2003,3.8,0.26,0.0,0.0,1.05,2.11,0.0,5.0,0.79,1.05,0.0,Matches,f173303a,MF
92,Oğuz Aydın,DF,Türkiye,25,2000,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,6.0,0.0,Matches,a7b98226,DF
95,Neil El Aynaoui,MF,Morocco,24,2001,6.2,0.0,0.0,0.0,2.42,1.13,0.0,0.0,1.29,1.45,0.0,Matches,17e1261b,MF
97,Juninho Bacuna,MF,Curaçao,28,1997,2.8,0.71,0.0,0.0,2.14,1.07,0.0,1.79,1.79,1.43,0.0,Matches,aaf1bf05,MF
98,Leandro Bacuna,MF,Curaçao,34,1991,3.0,0.33,0.0,0.0,1.0,1.0,0.0,1.33,0.0,1.0,0.0,Matches,9dc69d38,MF
99,Álex Baena,MFFW,Spain,24,2001,5.3,0.19,0.0,0.0,2.45,1.32,0.38,7.74,0.38,0.94,0.0,Matches,518f2234,MF
100,Esmir Bajraktarevic,MF,Bosnia–Herz,21,2005,2.6,0.0,0.0,0.0,0.38,0.77,0.0,3.08,1.15,0.0,0.0,Matches,dff24174,MF
105,Yoel Bárcenas,MF,Panama,32,1993,2.8,0.36,0.0,0.0,1.07,1.07,0.0,2.5,0.71,0.0,0.0,Matches,b39849eb,MF
107,Bradley Barcola,MF,France,23,2002,4.3,0.23,0.0,0.0,1.16,0.23,0.23,0.7,0.23,0.93,0.0,Matches,a0d55a09,MF
108,Abdülkerim Bardakcı,DF,Türkiye,31,1994,2.9,0.0,0.0,0.0,0.34,1.03,0.0,2.41,0.69,1.72,0.0,Matches,5d9cff53,DF
109,Ivan Bašić,MF,Bosnia–Herz,24,2002,2.0,0.0,0.0,0.0,1.0,1.5,0.0,6.0,1.5,0.5,0.0,Matches,9b0a0d51,MF
111,Martin Baturina,MFFW,Croatia,23,2003,3.6,0.0,0.0,0.0,0.28,3.89,0.0,2.22,0.28,0.56,0.0,Matches,d1eda5f0,MF
112,Ibrahim Bayesh,MFFW,Iraq,26,2000,2.6,0.0,0.0,0.0,1.15,1.92,0.0,1.54,0.38,1.54,0.0,Matches,2f2003ba,MF
114,Riechedly Bazoer,DF,Curaçao,29,1996,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,Matches,da59a197,DF
116,Aziz Behich,MF,Australia,35,1990,2.4,0.0,0.0,0.0,0.42,1.67,0.0,2.5,0.42,1.67,0.0,Matches,b6867b96,MF
120,Rafik Belghali,DF,Algeria,24,2002,3.7,0.0,0.0,0.0,1.08,0.54,0.0,1.08,0.27,0.81,0.0,Matches,0abcb968,DF
121,Joe Bell,MF,New Zealand,27,1999,2.7,0.0,0.0,0.0,1.11,0.0,0.0,0.0,1.48,0.74,0.0,Matches,7825847e,MF
122,Jean-Ricner Bellegarde,MF,Haiti,27,1998,2.9,0.34,0.0,0.0,1.38,1.72,0.0,3.45,1.03,0.69,0.0,Matches,10f0fdd3,MF
123,Jude Bellingham,MF,England,22,2003,6.8,0.15,0.0,0.0,1.32,2.5,0.15,1.18,0.44,1.47,0.0,Matches,57d88cf9,MF
125,Anis Ben Slimane,MFFW,Tunisia,25,2001,2.7,0.0,0.0,0.0,0.0,0.0,0.74,2.22,0.74,0.74,0.0,Matches,9ade9ce1,MF
129,Ramy Bensebaini,DF,Algeria,31,1995,4.0,0.0,0.0,0.0,0.25,1.25,0.0,0.0,1.75,1.5,0.0,Matches,378825c7,DF
130,Nabil Bentaleb,MF,Algeria,31,1994,3.2,0.0,0.0,0.0,0.63,0.94,0.0,0.94,0.94,1.25,0.0,Matches,3189f61a,MF
131,Rodrigo Bentancur,MF,Uruguay,28,1997,3.0,0.33,0.0,0.0,2.33,1.67,0.0,1.33,2.33,1.67,0.0,Matches,3b8674e6,MF
132,Patrick Berg,MF,Norway,28,1997,4.9,0.2,0.0,0.0,0.82,0.41,0.0,2.24,0.41,1.43,0.0,Matches,e4114f5d,MF
133,Sander Berge,MF,Norway,28,1998,5.3,0.0,0.0,0.0,1.13,0.38,0.0,0.19,1.7,0.75,0.0,Matches,d0b6129f,MF
134,Lucas Bergvall,MF,Sweden,20,2006,2.0,0.5,0.0,0.0,3.5,2.0,0.0,1.5,1.0,1.0,0.0,Matches,a109e5c8,MF
135,Sebastian Berhalter,MF,USA,25,2001,2.1,0.48,0.0,0.0,2.38,2.86,0.0,5.24,1.43,0.0,0.0,Matches,f33ee427,MF
136,Alexander Bernhardsson,MF,Sweden,27,1998,2.4,0.0,0.0,0.0,0.83,1.67,0.0,1.25,0.83,0.83,0.0,Matches,dea1d183,MF
137,Tyler Bindon,DF,New Zealand,21,2005,1.1,0.0,0.0,0.0,1.82,0.91,0.0,1.82,0.91,1.82,0.0,Matches,3575e5eb,DF
138,César Blackman,MFDF,Panama,28,1998,2.0,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,Matches,c2b11050,MF
139,Damián Bobadilla,MF,Paraguay,24,2001,2.1,0.0,0.0,0.0,0.48,0.48,0.0,0.48,2.38,1.43,0.48,Matches,ad7d6437,MF
141,Moïse Bombito,DF,Canada,26,2000,2.1,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.48,0.0,0.0,Matches,c2f23fc8,DF
144,Jordy Bos,MFDF,Australia,23,2002,3.4,0.29,0.0,0.0,1.18,1.18,0.0,2.35,0.88,0.88,0.0,Matches,8070a9fd,MF
145,Ayyoub Bouaddi,MF,Morocco,18,2007,4.2,0.0,0.0,0.0,0.71,1.43,0.0,0.0,0.24,0.71,0.0,Matches,8006228f,MF
146,Hicham Boudaoui,MF,Algeria,26,1999,1.4,0.71,0.0,0.0,2.86,0.71,0.0,0.71,1.43,0.71,0.0,Matches,f9d5908e,MF
147,Karim Boudiaf,MF,Qatar,35,1990,1.1,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,Matches,a38f33fd,MF
150,Nawaf Boushal,DF,Saudi Arabia,26,1999,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Matches,7dc1c2c6,DF
151,Michael Boxall,DF,New Zealand,37,1988,2.3,0.0,0.0,0.0,0.87,0.87,0.0,0.43,0.87,0.43,0.0,Matches,6bfa0d3a,DF
152,Sultan Al-Brake,DF,Qatar,30,1996,1.6,0.0,0.0,0.0,1.25,0.0,0.0,3.13,1.25,0.63,0.0,Matches,fcaa2400,DF
153,Joshua Brenet,DF,Curaçao,32,1994,2.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,2.0,0.0,Matches,2b5527c4,DF
156,Nathaniel Brown,DF,Germany,22,2003,3.1,0.0,0.0,0.0,1.29,0.32,0.0,5.48,0.65,1.94,0.0,Matches,abc79c47,DF
157,Tajon Buchanan,MF,Canada,27,1999,4.2,0.0,0.0,0.0,1.19,1.9,0.48,3.81,0.24,1.19,0.0,Matches,3aca6420,MF
160,Cameron Burgess,DF,Australia,30,1995,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.67,Matches,da61ca98,DF
165,Liberato Cacace,DF,New Zealand,25,2000,2.4,0.0,0.0,0.0,0.42,2.08,0.0,3.33,1.25,0.83,0.0,Matches,dd86e8e4,DF
166,Juan Cáceres,DF,Paraguay,26,2000,4.8,0.21,0.0,0.0,1.88,1.25,0.0,2.08,1.04,2.29,0.0,Matches,db887bdf,DF
167,Sebastián Cáceres,DF,Uruguay,26,1999,3.0,0.0,0.0,0.0,0.67,0.67,0.0,0.33,0.67,0.33,0.0,Matches,7091c68e,DF
169,Moisés Caicedo,MF,Ecuador,24,2001,4.0,0.25,0.0,0.0,1.25,1.0,0.0,4.25,1.0,1.5,0.0,Matches,16264a81,MF
171,Hakan Çalhanoğlu,MF,Türkiye,32,1994,2.0,0.0,0.0,0.0,1.0,0.5,0.0,5.0,0.5,1.5,0.0,Matches,cd0fa27b,MF
172,Lamine Camara,MF,Senegal,22,2004,2.8,0.36,0.0,0.0,1.79,1.07,0.0,2.5,0.71,0.36,0.0,Matches,19c2ffa4,MF
175,José Canale,DF,Paraguay,29,1996,1.8,0.0,0.0,0.0,0.56,1.11,0.0,0.56,0.56,3.33,0.0,Matches,97d24b73,DF
176,João Cancelo,DF,Portugal,32,1994,3.5,0.0,0.0,0.0,1.71,0.57,0.29,4.86,1.43,1.14,0.0,Matches,bd6351cd,DF
178,Casemiro,MF,Brazil,34,1992,4.2,0.48,0.0,0.0,1.43,1.43,0.0,1.19,1.43,1.19,0.0,Matches,4d224fe8,MF
179,Josué Casimir,MF,Haiti,24,2001,2.0,0.5,0.0,0.0,2.0,2.0,0.0,1.5,0.0,0.0,0.0,Matches,481f76cf,MF
180,Timothy Castagne,DF,Belgium,30,1995,5.3,0.19,0.0,0.0,1.32,0.38,0.0,3.77,1.51,1.32,0.0,Matches,197640fd,DF
183,Zeki Çelik,DF,Türkiye,29,1997,1.8,0.0,0.0,0.0,0.56,0.0,0.0,0.56,0.56,1.67,0.0,Matches,31a62dc7,DF
184,Lukáš Červ,MF,Czechia,25,2001,1.8,0.0,0.0,0.0,1.67,1.67,0.0,0.0,0.0,1.67,0.0,Matches,bb4a41bc,MF
185,Fares Chaïbi,MF,Algeria,23,2002,4.0,0.25,0.0,0.0,0.75,0.5,0.25,1.5,0.75,1.25,0.0,Matches,357103bd,MF
187,Štěpán Chaloupek,DF,Czechia,23,2003,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,Matches,ded82b9a,DF
193,Rayan Cherki,MF,France,22,2003,1.4,0.0,0.0,0.0,1.43,1.43,0.0,0.71,0.71,0.71,0.0,Matches,b34c63a5,MF
195,Tahith Chong,MF,Curaçao,26,1999,2.7,0.0,0.0,0.0,1.11,4.81,0.0,0.37,0.37,0.0,0.0,Matches,2696b6a9,MF
197,Ryan Christie,MF,Scotland,31,1995,1.1,0.91,0.0,0.0,1.82,0.91,0.0,0.91,1.82,2.73,0.0,Matches,26ce2263,MF
200,Brian Cipenga,MFFW,Congo DR,28,1998,1.6,0.0,0.0,0.0,1.25,0.63,0.63,5.63,0.0,1.25,0.0,Matches,e4787d6f,MF
201,Alessandro Circati,DF,Australia,22,2003,4.3,0.23,0.0,0.0,1.16,0.93,0.0,0.47,0.47,1.63,0.0,Matches,1223765c,DF
202,Pathé Ciss,DF,Senegal,32,1994,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Matches,9a0408b6,DF
203,Livano Comenencia,MF,Curaçao,22,2004,2.6,0.38,0.0,0.0,1.54,0.38,0.0,0.38,4.23,0.38,0.0,Matches,c9d96dc1,MF
205,Francisco Conceição,MF,Portugal,23,2002,1.4,0.0,0.0,0.0,0.71,1.43,0.71,2.14,0.0,1.43,0.0,Matches,5ef3d210,MF
207,José Córdoba,DF,Panama,25,2001,3.0,0.0,0.0,0.0,1.67,0.33,0.0,0.33,0.33,1.0,0.0,Matches,bec98750,DF
208,Derek Cornelius,DF,Canada,28,1997,3.5,0.29,0.0,0.0,1.14,0.86,0.0,0.29,0.57,0.86,0.0,Matches,577744b8,DF
212,Vladimír Coufal,MFDF,Czechia,33,1992,3.0,0.0,0.0,0.0,1.33,1.0,0.33,6.67,0.67,0.33,0.0,Matches,fdf3cb77,MF
216,Pau Cubarsí,DF,Spain,19,2007,8.3,0.12,0.0,0.0,0.48,0.6,0.0,0.12,0.48,0.48,0.0,Matches,cc7888f3,DF
217,Andrés Cubas,MF,Paraguay,30,1996,5.3,0.19,0.0,0.0,2.64,0.57,0.0,0.0,2.08,2.45,0.0,Matches,9b40a6ea,MF
219,Marc Cucurella,DF,Spain,27,1998,8.3,0.12,0.0,0.0,0.96,0.6,0.48,1.57,0.84,0.48,0.0,Matches,1daec722,DF
224,Danilo,DF,Brazil,34,1991,4.5,0.44,0.0,0.0,1.56,0.22,0.22,2.22,1.56,0.44,0.0,Matches,94b2001f,DF
225,Kevin Danso,DF,Austria,27,1998,2.7,0.0,0.0,0.0,0.37,0.74,0.0,0.37,0.0,0.37,0.0,Matches,6e33125f,DF
231,Nasser Al-Dawsari,MF,Saudi Arabia,27,1998,2.3,0.43,0.0,0.0,3.04,0.87,0.0,0.43,1.74,1.74,0.0,Matches,7709e4a6,MF
232,Salem Al-Dawsari,MF,Saudi Arabia,34,1991,2.7,0.37,0.0,0.0,1.11,1.48,0.37,1.11,0.37,0.37,0.0,Matches,60ee859c,MF
234,Kevin De Bruyne,MF,Belgium,34,1991,4.2,0.24,0.0,0.0,0.48,0.95,0.0,5.0,0.0,0.48,0.0,Matches,e46012d4,MF
235,Maxim De Cuyper,DF,Belgium,25,2000,4.9,0.2,0.0,0.0,1.43,0.41,0.0,2.45,1.22,0.41,0.0,Matches,d494882e,DF
236,Luc De Fougerolles,DF,Canada,20,2005,4.1,0.49,0.0,0.0,1.95,1.95,0.0,0.24,0.49,1.46,0.0,Matches,45c427ff,DF
238,Nicolás De La Cruz,MF,Uruguay,29,1997,1.0,1.0,0.0,0.0,2.0,3.0,0.0,5.0,2.0,1.0,0.0,Matches,8fda5c72,MF
239,Rodrigo De Paul,MF,Argentina,32,1994,5.5,0.18,0.0,0.0,0.36,0.91,0.18,2.55,1.09,0.73,0.0,Matches,162efffd,MF
240,Amar Dedić,DF,Bosnia–Herz,23,2002,3.0,0.33,0.0,0.0,2.0,1.0,0.0,0.0,0.33,2.33,0.0,Matches,bc6e544a,DF
241,Louicius Deedson,MF,Haiti,25,2001,1.2,0.0,0.0,0.0,2.5,0.83,0.83,3.33,0.83,0.0,0.0,Matches,f7059bb1,MF
242,Hannes Delcroix,DF,Haiti,27,1999,3.0,0.0,0.0,0.0,0.33,0.67,0.0,0.0,1.33,1.0,0.0,Matches,b737f944,DF
243,Ousmane Dembélé,MF,France,29,1997,6.6,0.0,0.0,0.0,0.0,0.61,0.45,5.15,0.0,0.3,0.0,Matches,b19db005,MF
244,Merih Demiral,DF,Türkiye,28,1998,2.0,0.0,0.0,0.0,1.0,0.5,1.5,0.5,0.5,0.5,0.0,Matches,e3cceee6,DF
246,Sergiño Dest,MF,USA,25,2000,3.3,0.0,0.0,0.0,0.61,1.21,0.0,0.91,1.52,0.3,0.0,Matches,5976f83e,MF
247,Frans Dhia Putros,DF,Iraq,32,1993,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,Matches,0102aa7e,DF
249,Amad Diallo,MFFW,Côte d'Ivoire,23,2002,2.1,0.0,0.0,0.0,0.0,0.95,0.48,1.9,0.95,1.9,0.0,Matches,9dc96f10,MF
251,Habib Diarra,MF,Senegal,22,2004,1.6,0.0,0.0,0.0,1.25,1.25,0.0,0.63,0.63,1.25,0.0,Matches,6d0fe035,MF
252,Rúben Dias,DF,Portugal,29,1997,4.0,0.25,0.0,0.0,1.5,0.75,0.0,0.0,1.25,0.75,0.0,Matches,31c69ef1,DF
253,Krépin Diatta,DF,Senegal,27,1999,4.3,0.0,0.0,0.0,0.93,1.4,0.0,2.79,0.7,2.33,0.0,Matches,8104e41e,DF
255,Brahim Díaz,MF,Morocco,26,1999,5.1,0.0,0.0,0.0,0.59,1.96,0.0,1.57,0.78,0.39,0.0,Matches,407feb71,MF
259,Lucas Digne,DF,France,32,1993,5.1,0.0,0.0,0.0,1.37,0.39,0.0,2.94,0.39,0.59,0.0,Matches,1b84dbe1,DF
260,Diney,DF,Cabo Verde,31,1995,4.3,0.23,0.0,0.0,0.47,0.0,0.0,0.0,0.93,1.63,0.23,Matches,d2e33ba2,DF
261,Ousmane Diomande,DF,Côte d'Ivoire,22,2003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,394be156,DF
262,Yan Diomandé,MFFW,Côte d'Ivoire,19,2006,3.7,0.0,0.0,0.0,0.54,1.89,0.0,3.78,1.08,1.62,0.0,Matches,919f5f54,MF
263,Issa Diop,DF,Morocco,29,1997,5.3,0.57,0.0,0.0,0.75,0.19,0.0,0.0,1.32,0.19,0.0,Matches,a712ca2b,DF
264,El Hadji Malick Diouf,DF,Senegal,21,2004,1.9,0.0,0.0,0.0,1.05,0.0,0.0,4.21,0.53,0.53,0.0,Matches,bd5eb2e5,DF
265,Ritsu Doan,MF,Japan,27,1998,3.1,0.0,0.0,0.0,1.94,1.29,0.0,1.61,0.32,0.32,0.0,Matches,d01bbb6f,MF
266,Jeremy Doku,MF,Belgium,24,2002,3.4,0.0,0.0,0.0,1.18,5.29,0.0,1.76,0.88,0.29,0.0,Matches,fffea3e5,MF
267,Merchas Doski,DF,Iraq,26,1999,3.0,0.33,0.0,0.0,1.0,2.67,0.0,1.33,2.0,3.0,0.0,Matches,fdf4cfe5,DF
268,David Douděra,MF,Czechia,28,1998,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,Matches,e95b4604,MF
269,Désiré Doué,MF,France,21,2005,4.4,0.0,0.0,0.0,0.91,1.82,0.0,0.68,0.45,1.36,0.0,Matches,9e7483ff,MF
270,Guéla Doué,DF,Côte d'Ivoire,23,2002,3.1,0.32,0.0,0.0,1.94,1.61,0.0,3.87,0.97,1.61,0.0,Matches,b4ef3fb5,DF
271,Deroy Duarte,MF,Cabo Verde,26,1999,2.9,0.0,0.0,0.0,1.38,0.34,0.0,0.34,2.07,1.72,0.0,Matches,6af8fc5b,MF
272,Laros Duarte,MF,Cabo Verde,29,1997,1.8,0.0,0.0,0.0,0.0,1.11,0.0,1.11,1.11,0.56,0.0,Matches,4af3d3c8,MF
273,Denzel Dumfries,DFMF,Netherlands,30,1996,4.3,0.0,0.0,0.0,1.4,0.7,0.23,3.72,0.23,1.4,0.0,Matches,481c9ece,DF
274,Jean-Kevin Duverne,DF,Haiti,28,1997,1.9,0.0,0.0,0.0,1.05,0.53,0.53,0.53,2.11,1.05,0.0,Matches,0cbc8baa,DF
278,Anthony Elanga,MFFW,Sweden,24,2002,2.4,0.0,0.0,0.0,0.0,2.92,0.42,5.0,0.83,0.0,0.0,Matches,2fba6108,MF
281,Eren Elmalı,DF,Türkiye,25,2000,1.2,0.83,0.0,0.0,1.67,0.83,0.0,0.83,1.67,0.83,0.0,Matches,8eeb8ba4,DF
282,Nico Elvedi,DF,Switzerland,29,1996,6.7,0.15,0.0,0.0,0.75,0.9,0.0,0.0,0.9,0.3,0.0,Matches,48035304,DF
287,Fidel Escobar,DF,Panama,31,1995,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,Matches,4991ec66,DF
288,Pervis Estupiñán,MF,Ecuador,28,1998,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,Matches,d38fdf53,MF
290,Stephen Eustáquio,MF,Canada,29,1996,4.4,0.0,0.0,0.0,0.45,1.59,0.0,10.2,0.68,1.14,0.0,Matches,577efaec,MF
291,Martin Expérience,DFMF,Haiti,27,1999,3.0,0.0,0.0,0.0,2.33,2.0,0.0,2.0,1.33,2.0,0.0,Matches,9edb83f4,DF
292,Saeid Ezatolahi,MF,IR Iran,29,1996,2.9,0.69,0.0,0.0,2.41,1.38,0.0,0.0,2.41,1.72,0.0,Matches,314d95ac,MF
293,Eberechi Eze,MF,England,27,1998,2.3,0.0,0.0,0.0,0.87,1.74,0.43,0.87,0.0,0.0,0.0,Matches,ae4fc6a4,MF
296,Odeh Al-Fakhouri,MFFW,Jordan,20,2005,1.6,0.0,0.0,0.0,1.25,1.88,0.63,0.63,1.25,0.63,0.0,Matches,30591ae5,MF
301,Ahmed Fathy,MF,Qatar,33,1993,1.7,1.18,0.0,0.0,1.18,0.59,0.0,0.0,1.76,1.76,0.0,Matches,f2369793,MF
